0.201 0.165 0.228 0.348   -1.0
0.879 0.599 0.772 0.091   1.0
0.580 0.341 0.200 0.495   -1.0
0.706 0.437 0.741 0.559   1.0
0.914 0.768 0.215 0.121   1.0
0.241 0.440 0.613 0.112   -1.0
0.317 0.313 0.233 0.545   -1.0
0.301 0.424 0.259 0.073   -1.0
0.033 0.653 0.855 0.233   -1.0
0.948 0.940 0.586 0.690   1.0
0.103 0.604 0.267 0.318   -1.0
0.143 0.559 0.165 0.755   -1.0
0.232 0.073 0.983 0.465   -1.0
0.644 0.766 0.041 0.903   1.0
0.556 0.936 0.493 0.410   1.0
0.641 0.359 0.109 0.227   -1.0
0.608 0.329 0.653 0.874   1.0
0.378 0.017 0.206 0.543   -1.0
0.877 0.775 0.845 0.860   1.0
0.463 0.504 0.006 0.504   -1.0
0.846 0.060 0.343 0.339   -1.0
0.513 0.980 0.829 0.622   1.0
0.878 0.229 0.535 0.532   1.0
0.183 0.910 0.121 0.389   -1.0
0.893 0.266 0.228 0.738   1.0
0.468 0.201 0.630 0.475   -1.0
0.037 0.321 0.765 0.381   -1.0
0.236 0.894 0.639 0.065   -1.0
0.845 0.943 0.745 0.381   1.0
0.848 0.563 0.385 0.969   -1.0*
0.838 0.862 0.218 0.066   -1.0
0.344 0.534 0.802 0.974   1.0
0.507 0.011 0.330 0.273   -1.0
0.990 0.508 0.286 0.629   1.0
0.801 0.474 0.517 0.546   1.0
0.991 0.394 0.418 0.376   1.0
0.370 0.213 0.225 0.588   -1.0
0.826 0.932 0.813 0.628   1.0
0.823 0.135 0.917 0.153   1.0
0.309 0.142 0.917 0.595   -1.0
0.490 0.396 0.245 0.007   -1.0
0.100 0.998 0.335 0.518   -1.0
0.699 0.888 0.587 0.924   1.0
0.867 0.750 0.408 0.680   1.0
0.314 0.503 0.514 0.231   -1.0
0.922 0.540 0.798 0.839   1.0
0.569 0.329 0.530 0.814   1.0
0.472 0.914 0.334 0.807   1.0
0.708 0.506 0.320 0.296   -1.0
0.796 0.162 0.180 0.204   -1.0
0.559 0.518 0.345 0.073   -1.0
0.001 0.995 0.289 0.798   1.0
0.424 0.367 0.163 0.954   -1.0
0.499 0.426 0.094 0.834   -1.0
0.526 0.542 0.739 0.845   1.0
0.169 0.642 0.000 0.349   -1.0
0.843 0.908 0.364 0.188   -1.0*
0.114 0.188 0.976 0.403   1.0*
0.810 0.827 0.353 0.973   1.0
0.533 0.472 0.208 0.627   -1.0
0.441 0.153 0.848 0.179   1.0*
0.685 0.348 0.640 0.685   1.0
0.486 0.528 0.606 0.851   1.0
0.587 0.964 0.904 0.563   1.0
0.890 0.373 0.195 0.243   -1.0
0.976 0.776 0.818 0.184   1.0
0.124 0.624 0.556 0.971   1.0
0.554 0.656 0.152 0.194   -1.0
0.850 0.681 0.869 0.456   1.0
0.585 0.043 0.496 0.488   -1.0
0.863 0.378 0.979 0.058   1.0
0.325 0.034 0.397 0.143   -1.0
0.801 0.266 0.842 0.357   1.0
0.646 0.911 0.893 0.798   1.0
0.235 0.649 0.786 0.104   -1.0
0.317 0.689 0.148 0.813   -1.0
0.755 0.676 0.555 0.734   1.0
0.176 0.058 0.768 0.573   -1.0
0.986 0.374 0.467 0.829   1.0
0.704 0.475 0.642 0.598   1.0
0.747 0.833 0.922 0.534   1.0
0.027 0.851 0.626 0.175   -1.0
0.803 0.930 0.340 0.358   1.0
0.074 0.534 0.722 0.843   1.0
0.923 0.829 0.481 0.390   1.0
0.212 0.094 0.132 0.854   -1.0
0.406 0.601 0.525 0.327   -1.0
0.462 0.354 0.986 0.087   -1.0
0.650 0.890 0.459 0.990   1.0
0.123 0.064 0.781 0.844   -1.0
0.888 0.767 0.736 0.369   1.0
0.393 0.581 0.252 0.525   -1.0
0.944 0.931 0.035 0.469   1.0
0.170 0.930 0.612 0.155   -1.0
0.142 0.805 0.907 0.601   1.0
0.154 0.723 0.858 0.935   1.0
0.765 0.823 0.335 0.501   1.0
0.493 0.894 0.773 0.744   1.0
0.207 0.688 0.350 0.242   -1.0
0.608 0.412 0.087 0.220   -1.0
0.104 0.362 0.371 0.011   1.0*
0.166 0.165 0.686 0.024   -1.0
0.254 0.789 0.924 0.589   1.0
0.116 0.082 0.183 0.889   -1.0
0.602 0.096 0.514 0.952   1.0
0.671 0.560 0.750 0.757   1.0
0.317 0.861 0.142 0.688   1.0
0.105 0.854 0.038 0.791   -1.0
0.139 0.046 0.668 0.063   -1.0
0.957 0.179 0.717 0.141   -1.0
0.543 0.743 0.165 0.057   -1.0
0.503 0.727 0.255 0.253   -1.0
0.035 0.569 0.346 0.178   -1.0
0.219 0.283 0.112 0.257   -1.0
0.990 0.395 0.120 0.658   1.0
0.755 0.615 0.637 0.472   1.0
0.705 0.014 0.499 0.870   1.0
0.194 0.372 0.799 0.450   -1.0
0.283 0.485 0.195 0.629   -1.0
0.452 0.848 0.946 0.564   1.0
0.020 0.554 0.500 0.140   -1.0
0.958 0.895 0.828 0.594   1.0
0.584 0.299 0.381 0.083   -1.0
0.452 0.278 0.541 0.251   -1.0
0.166 0.534 0.212 0.361   -1.0
0.875 0.813 0.012 0.821   1.0
0.117 0.841 0.932 0.616   -1.0*
0.144 0.574 0.876 0.972   1.0
0.243 0.555 0.467 0.624   -1.0
0.636 0.076 0.916 0.177   -1.0
0.643 0.344 0.861 0.855   1.0
0.025 0.730 0.518 0.037   -1.0
0.896 0.153 0.391 0.827   1.0
0.372 0.972 0.344 0.248   -1.0
0.512 0.490 0.499 0.979   1.0
0.137 0.616 0.190 0.053   -1.0
0.517 0.696 0.137 0.378   -1.0
0.842 0.403 0.281 0.360   -1.0
0.832 0.255 0.593 0.223   -1.0
0.362 0.595 0.054 0.706   -1.0
0.998 0.218 0.333 0.496   1.0
0.447 0.633 0.813 0.637   1.0
0.606 0.154 0.382 0.743   -1.0
0.934 0.585 0.935 0.215   1.0
0.374 0.047 0.200 0.967   -1.0
0.282 0.329 0.865 0.337   -1.0
0.708 0.334 0.253 0.041   -1.0
0.451 0.488 0.463 0.264   -1.0
0.150 0.870 0.280 0.532   -1.0
0.812 0.466 0.198 0.747   1.0
0.142 0.121 0.728 0.341   -1.0
0.998 0.624 0.418 0.863   -1.0*
0.453 0.572 0.294 0.706   1.0
0.125 0.157 0.101 0.588   -1.0
0.227 0.738 0.291 0.507   -1.0
0.903 0.319 0.736 0.101   1.0
0.416 0.243 0.186 0.144   -1.0
0.275 0.142 0.208 0.692   -1.0
0.168 0.145 0.578 0.463   -1.0
0.190 0.587 0.008 0.292   -1.0
0.429 0.519 0.913 0.720   1.0
0.183 0.623 0.344 0.919   1.0
0.409 0.335 0.967 0.596   1.0
0.551 0.870 0.622 0.759   1.0
0.628 0.927 0.708 0.205   1.0
0.559 0.396 0.978 0.568   1.0
0.153 0.997 0.206 0.066   -1.0
0.232 0.249 0.340 0.576   -1.0
0.064 0.985 0.503 0.031   -1.0
0.982 0.582 0.452 0.604   1.0
0.014 0.232 0.269 0.722   -1.0
0.659 0.281 0.832 0.636   1.0
0.520 0.789 0.846 0.726   1.0
0.562 0.958 0.105 0.902   1.0
0.273 0.966 0.520 0.776   -1.0*
0.101 0.758 0.579 0.553   -1.0
0.920 0.567 0.594 0.188   1.0
0.030 0.847 0.570 0.863   1.0
0.419 0.383 0.273 0.265   -1.0
0.128 0.827 0.067 0.234   -1.0
0.602 0.507 0.696 0.121   -1.0
0.692 0.222 0.041 0.271   -1.0
0.403 0.191 0.342 0.996   -1.0
0.630 0.027 0.226 0.200   -1.0
0.709 0.619 0.272 0.982   1.0
0.382 0.110 0.711 0.449   -1.0
0.441 0.051 0.851 0.136   -1.0
0.133 0.829 0.394 0.174   -1.0
0.169 0.577 0.291 0.510   -1.0
0.669 0.141 0.600 0.895   1.0
0.489 0.605 0.961 0.762   1.0
0.845 0.144 0.697 0.556   1.0
0.041 0.997 0.643 0.891   1.0
0.815 0.025 0.963 0.209   1.0
0.063 0.378 0.775 0.353   -1.0
0.348 0.023 0.029 0.948   -1.0
0.370 0.437 0.522 0.331   -1.0
0.109 0.176 0.343 0.806   -1.0
0.935 0.847 0.729 0.578   1.0
0.863 0.393 0.763 0.826   1.0
